content,label
"im officially graduating high school🙏if you know me this is huge because i almost dropped out about 40 times, missed 6 months of my sophomore year and took spanish 1 three times BUT A BITCH MADE IT and ON TIME🙏🙏🙏",0
I never expected to be killed this way but who am I to say no anyways https://t.co/PcLsLzJhVn,0
"@SMatthewsTFI Power? I didn't do anything lol. As far as I can tell the root cause of your meltdown seems to be the perfectly smooth glass sphere you have where your brain should be.

But by all means, don't let me stop you from continuing to cry and bitch about the mean socialists online.",0
@justanotherwool Sweet ❤ also fine camel toe ❤,1
i swear to god my bf pisses me off the MOST smh that fucking bitch makes no senseeee,0
I hate to say this but I hope England wins the soccer match pretty sad when I'm rooting against America because of a stupid Dyke shame,1
After calling me a bitch I didn’t think much of it but now that your bothering people that I truly love and care for you’re gon get a fucking bitch,0
@JessicaValenti @patschurman Who's the judge? He needs to be named and he needs a draggin'!,0
"@Fliff96 @MissSteph1223 @gina_xo7 @warpony2310 @LucasTheBlack @AOC This is the crap going on. We the people are fed up. 
https://t.co/1OtJs2RnsN",0
@JessicaValenti Not all boys,0
"@MhairiHunter @HumzaYousaf @NicolaSturgeon @AnasSarwar Paratrooper flags up around Glasgow in support of Soldier 'F' who shot dead civilians in Derry on bloody sunday. No Leadership, no accountability + no solidarity. Where  are your voices? Why do you remain silent? https://t.co/nFd1byBjGK",0
@JessicaValenti @pookietooth What about the girls life..Being violated by that boy..It scars her for life..He wasn't so good if he thinks it was alright..,0
@TylerIsAPerson whore,1
@oldlondons HES HOT AS FUCK BITCH,0
one time some bitch called me out and assumed i had a crush on her ugly ass boyfriend. i was just being nice. i can do much better than don,1
Americans are far more likely to be killed in the US than in the Dominican Republic https://t.co/PFSNCEkh1v,0
@egotastic This is a camel toe https://t.co/Np93XsIBKQ,1
This fucking bitch,1
"@RossLawler_ He's good, yes. I like Días, as he's more of a dirty defender who'll get stuck in.",0
Real quick if you have a trans friend and you see he or she getting builled and you dont step up your a cunt oh and straight jackasses learn the pronouns there not its or a thing there people if he is now a she its she if she is now a he its he ok cool good talk #DoBetter,0
@hyvkdori im glad u stopped urself whore,1
@kimguilfoyle Skank.,1
"Now that I have a nose piercing, I can pick my nose in public!",0
"""Love is the best thing in the world, and the thing that lives the longest."" — Henry Van Dyke⁣
@bakersranch @brianidocks⁣
#bakersranchwedding #allinclusivevenue #allinclusivewedding #floridaweddingvenue #weddingreception #weddingdecor #weddinginspiration #weddingceremony #we… https://t.co/p6eLWkkTTP",0
Usually it’s about thus time shopping with my Mom I start being a bitch because I have no patience for it but I am trying so hard to be good.,0
Are you too butt ugly to post a pic or too dumb to know how to do it. Fuck off TROLL/BOT https://t.co/jUj0J3ZLBK,1
"#MotivationMonday ""Good leaders make good leaders."" -- Logan Dyke, a #CommunityPartnershipSchool student leader spoke to @MZSHAUNEE @iHeartMedia with @Community4us1 about the model and the impact on students and entire communities. Listen HERE: https://t.co/WyvF4HHwDi",0
@JonoKachfi For real.. This bitch ass been ruining my team since melo came.. Ffs,0
@chicgeek240 You're a fucking bitch get over yourself,1
@kitoraai someone get this bitch (me) to therapy,0
"Today I will be killed, not because I did anything wrong, but because they need my kennel https://t.co/HjNyzO6mIe",0
dumb fucking bitch,1
"@OwenNewkirk Rous was a chirper and aggressive but rarely dirty. And most important he would drop the gloves to back up his shit. Perry is a dirty, chicken shit diver that turtles from anyone that challenges him. No he's not worth $1.5m, let one of the kids play",0
@Sollydime Right ... I mean he’s not butt ugly but I don’t if he was just a regular person they would still wanna holla at em ... Like people get on my nerves 🙄🙄🙄😂😂,0
"@officialmcafee You have already: Most likely killed a man, created an anti virus, cant be killed, says that has a stand, running for president for 2020, and most likely has to do with drugs. Thats why i love you.",0
"@CarrollQuigley1 ""She"" is so butt-ugly!",1
I don’t care how nice your car is or how much it cost see if youve to go over the speed ramp at 2mph your a cunt an your car is a piece of shit,0
I could never live in a dirty house. It cracks me up these girls post half naked pics but their room/house is nasty af in the background 🤢,0
"bro i hate myself, im a fucking bitch to bucciarati",0
"@faster_sneakers @teenagegothgirl Do not listen to her Dylan it is a dirty, sad place.",0
@unbrokeMs1 @BlueTsuni @EveScottGarner @HollyHuntley3 @GangstaMimi @EatFreedomGas @kristyshl @Michael_Fisher_ @jax_pad @JacquieLeyns @Tori_K_M @doug_in_nc @StaryStaryNlght @shashatheitch22 @zazzybritches @MarciaBunney @TammieCroft @Jessie09JZO @impinkestgirl @McGeezer67 @Notthedumblond @MykeyCantona7 @GDThor1 @Makeitstop99 @medwoman1 @Alpha_Cunt @alenesmiles @MuldrowDennis @VCSParent @londongal_28 @MynameisMok @yolalindayola @Miguel__elt @lisalbarjas1 @Mdrc76Maia @TheRealJTIII @media_auntie @BonJS0370 @Catastrophany @kneadinghands @AlamiaJoe @OklahomaPatrio1 @DianasBackBaby @FistedByJack @Camerams4 @JasonQuinter @zzcouch1gmailc3 @persistentpengn @jojazzer Hehehehe good morning 1D and thank you,0
"@Andrew__Gee i feel like i’m the only one who might understand what andrew means here... if not then i just have a dirty mind and in that case, i’m sorry Jesus",0
Question... do I look like a dirty mop ?,0
"Also... not @ how khadija told me to look through who she follows to find funny content/ people to follow, and all the people she follows being LOCALS 😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/yp8xkBHfAN",0
"@BruceLeVinePuck @StarsAsylum &gt; Taking emotion out of the equation, isn’t this an upgrade?

That's the point. I can't take emotion out of the equation. Winning dirty doesn't feel good. Perry is a dirty player.",0
LET’S. FUCKIN GO! https://t.co/dg0KlcRR5v,0
@estvallejoak They can choke on a dirty white dick,1
I hate that bitch.. smh,1
"@celebutaunte Of course, you're gonna delete the tweets and try and prove of no interaction, because you're a bitch made ass female in the body of a obviously, not attractive male.

People like you are weak and disgusting to the advancement of human sincerity.",1
"Christians in Africa: ""You have three days to go or you will be killed!"" https://t.co/dLMySyLMAW Where is the outrage? What is the Church doing?",0
"@DevonESawa I was gonna say, sounds like a dirty lie @IncredibleCulk would tell 🙄",0
@branyonce_ a bitch made it !!!🤪,0
"I'm back in this bitch. Same man with a pipe dream. Busting down the door, to the floor like a SWAT team. With no smokescreen, nothing in between, causing up a scene, like I'm Wolverine.",0
lqq’s been gone for a minute and thank god bc i cannot stand him ‘YoU KiLlEd mY dAd’ bitch shut UP,0
Shut the fuck up you fucking bad fucking bitch fucking fiz de putain! https://t.co/sfxgvHgJqO,1
If my bitch go broke ima let her go 🙅🏽‍♂️@MikeSherm_,1
yeezy’s are butt ugly &amp; all of you look like fools for spending $300 on them.,0
"@JacquieLeyns @VCSParent @yolalindayola @shashatheitch22 @EveScottGarner @McGeezer67 @kristyshl @zazzybritches @StaryStaryNlght @MynameisMok @BlueTsuni @kaslina @tksollamuthu @doug_in_nc @Tori_K_M @MarciaBunney @HollyHuntley3 @TammieCroft @Jessie09JZO @impinkestgirl @Mish_da_bitch @EatFreedomGas @MykeyCantona7 @unbrokeMs1 @GDThor1 @medwoman1 @Alpha_Cunt @GangstaMimi @alenesmiles @MuldrowDennis @londongal_28 @lisalbarjas1 @TheRealJTIII @media_auntie @BonJS0370 @Catastrophany @kneadinghands @OklahomaPatrio1 @FistedByJack @ldog562 @KITTYBAYOUTSFAN @IndivisibleInFL What nobody drinks cognac.. Hmm Betty is not liking it lol 🤗👇
Okay she loves any drink.. but I want My cognac lol 🤗 https://t.co/w61IjKnS3L",0
@M_Marakovits Gross. Who wants to meet that skank? Waiting for Prince Harry to come to his senses &amp; realize he married the Loch Ness monster.,1
"@CarlaGa71590460 @IamCraigBowen @VZDUBBen @AOC Yes, they are entering and requesting asylum at ports of entry and then this is happening to them. They are seeking asylum LEGALLY and then getting torn apart and sent back to a place where they're likely to be killed. That's just great. Congratulations on being heartless.",0
"You’re not Cheddar, you’re just some common bitch. https://t.co/Gk6Cg2x2zF",1
I just want to take a quick second to toot my own horn bc life threw a dirty ass curve ball at me and I’ve been handling it really well and very graciously. GO ME! https://t.co/lZzs52vYeD,0
@MaryamNSharif O bibi chla nikl jaa k apni shahlwar ly k aa imran khan k pass hai jou tum Qatri k pass bhool I thi.shut your mouth bloody  stupid 👵 fucking bitch,1
@DreadLegend_ Its gone be all worth it when i’m in my final dyke form lol,1
Y’all pancreatic cancer is a fucking bitch fuck all mother fucking cancer,0
@haveuseenmybaby @LoriHandrahan2 @JessicaValenti We can let women's organizations know that this issue is paramount. Very few are working on this in Canada unfortunately.,0
@JessicaValenti That...made my heart pound and my stomach flip..this judge should be thrown in jail.,0
@JessicaValenti What about the girl? Lock him up. No excuse.,0
@Royal__Reporter @MillieFiore @NicolaSturgeon Get off your grovelling knees,0
"@RabMacPhoto @TGMD81 @NicolaSturgeon Please answer the question.

This is the last time I'll ask, and I'll give you 5 minutes to manage it, or I'll just accept your admission that you're a transphobic troll.
Thanks. 
Tick tock.",0
@KaraMailman @SharkFu @kylietcheung @reproaction Nebraska legislature passed ‘myth is now science’ reversal law abt a month ago-taxpayers also forced to fund clinics that only provide rhythm method family planning-,0
"@joe_averagejoe @theSNP @NicolaSturgeon @Call_It_Out_ @scottishlabour The @Conservatives certainly won’t change anything. The “socialist” @UKLabour have done absolutely nothing during all their years with a massive majority in Scotland. So why would they do anything now?  Similarly, @theSNP are too scared to rock the boat for fear losing favour.",0
"@JessicaValenti And women are punished with such cruelty and severely for any words, behavior or aspects of their appearance that don’t conform to traditional gender roles.",0
@KrishnablueNine @Royal__Reporter @NicolaSturgeon Hear! Hear!,0
@CjFlickingaaa A whore. She’s a whore! https://t.co/8CkAUjapzA,1
"I'm inviting you to join Clout Bucks, a site that lets you earn money with social media. I just earned $1,129.00 and you can too! Sign up today for a $25 bonus! https://t.co/eMqIIIStQe",0
@george_affleck @TriciaBarker49 @JohnCCoupar The parks board should be paying her and other artists to paint the rest of those butt ugly benches around the city. That's what I say,0
@_dxsha Kill or be killed,0
"No, profit's not a dirty word. Obscene levels of profit at the expense of the people whose labour provides it is pure slurry though. (Is John Delaney trying to turn me into a Marxist, JFC)",0
@tiecampaign @RhiannonV @ScotParl @MonicaLennon7 @GailRossSNP @patrickharvie @agcolehamilton @RonaMackayMSP @pauline4glasgow @Ross_Greer @LabourRichard @JennyGilruth @kezdugdale I don't know what is going on here.,0
@NicolaSturgeon Why are you spreading this very suggestive post and  retweeting Mermaids? It is becoming increasingly clear that this organisation should not be involved in advising the young. https://t.co/v7JgZYtvtp,0
Today is co-founder and steering group member @kezdugdale’s last sitting day in Scottish Parliament. Huge thanks to her for pushing forward the work towards women’s fair representation in her role as MSP for the lothians 👍🏽,0
@MartyRea79 @GlaikitGeezer @TheScotsman @NicolaSturgeon Haaa Haaa..what you gonna do like....Get the dump shut and get you scroungers off the dole and doing something useful for a change,0
@wilma_mcewan @NicolaSturgeon Enlighten us why don’t you? Supercilious woman.,1
@AllisonMorris1 @irish_news Heart breaking.,0
Trump also refuses to release Melania Trump's immigration papers and give and explanation to how she got an Einstein visa for being the world's greatest stripping whore https://t.co/8HbQKHwWlU,1
"@primalxsouls Wow, I bet you are living above world average standards too, should you be killed for that? Typical unreflected extremism right here! Right and left extremists are all the same in the end: they want to kill people for no reason.",0
Monthly fitness update: lifts are finally going up at 5k calories. I'm never hungry and every meal I'm forcing it. Strongly considering a dirty bulk.,0
"Just what tRUmp wants. The truth hidden and those who choose the right thing and report it, to be killed and chopped into pieces. 
Be offended all you want. This cartoon represents #ResigningTreasonousDonnie to the ""T""! 
#RemoveHimThenProsecuteForTreason
#EndHisGolfDays https://t.co/sLmLgv4tVW",0
"Christians in Africa: ""You have three days to go or you will be killed!"" https://t.co/CG8al0j4IN",0
"@karmatastrophe Conservatives want people to be free? LOLOL Yeah, FREE to die sick in a gutter with no healthcare, FREE to rot in jail from a non-violent drug charge, FREE to hand over all our money to the billionaire class, FREE to be killed by a untreated psychopath that shouldn’t own a gun",0
"some random little girl tried to kiss my baby today and was getting to touchy, then the mom gave me a dirty ass look when I asked her not to touch.. sorry but that’s not okay to me 😡",0
I was saving myself 4 Ross lynch and just found out he's a whore I have honestly never felt more stupid in my life he is cancelled,0
"Well, the Dalai Lama makes for a strong point. Let's be honest if his female successor was butt ugly, who would find zen?

https://t.co/d0nbiYDJtg",1
@eversinceom Lmao skank,1
"@cheomitII @danielmhenry @Heather4amazon @IvyShoots @murmalerm @mkt293 @NARAL I’m for the death penalty for Dylan Roof. 

You are for the death penalty for black babies. 

The epitome of misogyny is advocating for females to be killed. You advocate for female babies to be slaughtered. Misogyny seems to be your thing.",0
"#Altright glossary term of the day: RWDS - is an acronym for Right Wing Death Squads. Alt-righters hope for right wing death squads so that their enemies (leftist, POCs, Muslims and Jews) can be killed. Often played off as a joke. #antisemitism #letthealtrightdie https://t.co/31axzkVnQb",0
@BlueLightSpl @Stevegaston18 @rhowardbrowne Skank. Haha I haven't heard that word for years. I'm using it hahaha,0
I'm a whore for sweaters😍,0
@IzzyFolau Your a cunt 😀,1
Daff called Encouragingray a dirty driver.,0
@JJS5547 @Sekusa1 @realDonaldTrump Shouldn't cry for Gaetz. Gotten himself rejected by some prominent FL pty members due 2 his part in a dirty deal affecting their biz. His arrogance &amp; hard left extremist alliances may be catching up to him. All that glitters isn't #MAGA.,0
Anton is a fucking bitch boy??,0
I believe I’m in quality obvs but equity is that ! Bitch !!!!!!!,0
@UnburntWitch ✨Dramatic contrasting beans✨,0
@sluggn_ @UnburntWitch Bruh,0
"@JessicaValenti I’m just so, so, so tired...",0
thts the second time today this bitch got smart w me when all i’m tryna do help her ass. third time not gon b pretty.,1
#WritingCommunity  Check arrived for a novella for 1660 bucks. One I wrote! Which will be published! Trees will be killed! Civil servants wearing short pants will carry copies all over the country! It will be reviewed in at least two places!,0
"@CNN I know I should not say what I am going to say next. Rather insensitive - but in this case it needs to be said. Trump likes super models, exotic strippers, glamorous women. This woman even 24 years ago was butt ugly. I think she is full of BS. Let the scolding of me commence.",1
@Stop_Trump20 Nope one is trying to get in because they'd starve or be killed. In fact people want to flea N. Korea and have. No one wants to wind up in one of Kim Jong's Prison re-education / death camps. No one wants to be put on public display for execution.,0
@_franco_33 Yes for good. Out this bitch 😂💯,1
@Jst_n_avg_guy And here I thought you were just  a dirty guy🤣🤣 Welcome back😃,0
@Skank_Huntt_42 Being yourself 😂,0
"attention seeker, fame whore, yes she is. https://t.co/4kMnTc0OSZ",1
"@catneylang jesus, twitter is such a dirty and toxic place.",0
"“If a clean heart wears dirty clothes, it will still look clean! If a dirty heart wears clean clothes, it will still look dirty!” 
― Mehmet Murat ildan
@mainedcm 
#DADDYSGURLBalikAlindog",0
"My level of adulting today has been astounding. Since I have failed to do my laundry for the past month and a half, I wore a dirty dress to work &amp; officially ran out of clean underwear &amp; had to wear swimsuit bottoms instead. Sue me.",0
"@blueslushiefox @Milk_Cookie_Bud @corruptioniskey @wrathfulpotato @Pinsy_Cookie I'm gettin reeeeal tired of your existential bullshit. Just have fun, go kill people. Look at me! I (almost) never want to die and that's because I see it as a kill-or-be-killed scenario! Just look at it like that.",0
"SF Dyke March &amp; Rally 2019 | Dolores Park   Saturday, June 29 – All Day |    Cost: FREE | Dolores Park",0
@DimpleKookieee @BTS_twt Ur so pretty uwu,0
@kadeejra They a dirty franchise,0
"being sleepy asf but having to stay up bc u have morals and aren’t a dirty bitch &lt;&lt;&lt;&lt; 

never again will I wait to do laundry",0
@jacklynswilly i work at bake shop and my interaction with customers is limited 😌had to resist giving a guy in a MAGA hat a dirty look though,0
Having a dirty mind makes life a lot more enjoyable.,0
"I just heard someone yell, “I’m 34 and still a whore!”
🤣😂🤣😂 I’m crying",0
"I want to run a music festival but only book acts that are named after Bob Ross paint colours:

Titanium White
Dark Sienna
Midnight Black
Sap Green
Van Dyke Brown

that sort of thing. https://t.co/G3uJ95rejD",0
"@PeterAshley76 @dadwithahat1 @ShootTheDrummer @RabahKherbane @opinion8ed_dyke I know, I was simply remarking on the wider issue",0
"@TexitDarling She claims the CBP officers ""sexually threatened"" her. Frankly I figure not a single one of them would touch that skank with a ten foot pole.",1
MYSTERIO YOU UGLY ASS FUCKING BITCH,1
THIS FUCKING BITCH LOL,1
"This girl is the nastiest skank bitch I've ever met. Do not trust her.
She is a fugly slut! ♡ https://t.co/eEK4kp5sgG",1
"why do people do these? we’re in the middle of a crisis of refugees. people are running away from their homes because if not, they are going to be killed and murdered!! they run away for their lives!! imagine how desperate you have to be to do this, what would you do?",0
"@angeleyes_1980 @Pink @NicolaSturgeon I was in Wokingham yesterday and bought a pub lunch, no problem accepting Scottish notes there.",0
"@amandawinnlee @UnburntWitch Yeah. I can sort of understand the ongoing war over whether subs or dubs are better, but the miniscule details of a script aren't the end of the world. Mind you, your dub was amazing.",0
"@NicolaSturgeon Of course trans identified males can be victims of violence by other men - but by what magic do they automatically become exempt from the statistical possibility, as males, of committing VAW and sexual violence themselves? Men are responsible for the actions of men",0
@TeaByAli There was many more I didn’t get screenshots of because she deleted them. I went on and seen she had 595 comments then an hour later it was down to 480. She’s a dirty deleter and only accepts ass kissing and coddling her daughter.,1
Tattooed Str8 latino fucking hardcore faggot bitch boy https://t.co/XyjRB8gLkE,0
"i’m finna walk around this bitch like lord varys, “i’m a different kind of man” 🥴",1
"why is this bitch watching pokemon at 8:16am after a whole shift at work... its me, im the bitch",0
@nickmangwana Let's hope she will not be killed. She is doing Lord's work!,0
@pauline4glasgow @kezdugdale Thanks Pauline,0
@lawksland @UnburntWitch That button - $50 says it can’t hold on anymore by the end of the night https://t.co/qJa1oVAOCw,0
@UnburntWitch context here: this is a doppleganger cap replacing the real deal https://t.co/uu3uyt27H4,0
"@UnburntWitch in comics it's mostly ""writers vs artists"" ""alan moore asked you not to do that"" and ""everything is doomed""",0
@sjames626 @eigenbom @UnburntWitch Sauce?,0
"""Google some LGBTQ+ news stories. Or just follow me on my morning commute - you'll see the fight for LGBTQ+ rights is far from over.""
@travisalabanza on LGBTQ+ life in the city right now
https://t.co/ax25mDjuu6 https://t.co/aoShigV38T",0
"@KeiraJaneReed @UnburntWitch On a more serious note I've been asking for clarification on this from a number of sources. I'm glad it's a local paper and I'm be sharing this. I am still not happy that antifa members resorted to throwing punches, however this will put to rest the more damaging claims.",0
"@Colesy35 @JessicaValenti This has been going on forever, the President isn’t to blame for this one. It’s this forever boys club code that is repulsive... I wonder if this judge has daughters 😡",0
"@AllisonMorris1 @johnfinucane Very republican response there Allison, I am yet to meet a single person who celebrates WW1, British people have always remembered and never forget all the dead from the 16th and 36th, now sectarian republicans are jumping on the band wagon, we told you for years, remember ALL.",0
@amanat2014 @thezambologist @stumc33 @HumzaYousaf @policescotland @glasgowcathcart @NicolaSturgeon Strange I’ve been tagging @policescotland in for months 🤔 think they need to speak to one of your friends https://t.co/WcdpZv0JHv,0
"@Lookwhosback5 @CageyBee33 @Fliff96 @ArcherMint @ShannonGDonegan @JenZatoth @marcozombie01 @kcingram50 @AOC You of course realise if one half split, so would the other right ?",0
"@JessicaValenti @Obscurica He not only admittedly raped this girl, he also distributed child pornography (judging by school age /first time). That judge should be fired, and that boys life should absolutely be ruined. Fucking rich white men.",0
@treacle1690CCA @AllisonMorris1 @irish_news He says without any sense of irony at all. You slavering eejit 😂,0
"@UnburntWitch Obviously the borks have simply become ultrasonic. If we could hear them, they would, still like a sped-up cassette tape",0
"@UnburntWitch Also, not paying your staff doesn't help your cause either Zoe.",0
"@GeniusPhx @JessicaValenti @cracraft_teresa (Note, one king was directly punished by God, and in another instance an entire city was humiliated and slaughtered over it, so... yeah.)",0
@UnburntWitch On an “Empire Strikes Back” Hoth monster ❤️,0
"@wchalmers88 @RepublicOfAlba_ @Jaicoybig_ @sickbhoyndahood @ETimsNet @mcgrainsbeard @GlasgowCC @NicolaSturgeon In fairness, previous Labour administrations COULD have done the same. But that doesn't exonerate the current administration. Not a party political issue in my mind. One of common decency and the treatment of a historically persecuted minority in Scotland.",0
"@liz6153 @InvisibleChoice @SofonisbaAngui7 @patrickharvie @agcolehamilton @kezdugdale @ChristinaSNP @NicolaSturgeon I don't know how to further break down the description of ""a lesbian who is transphobic or acts in a transphobic manner"" without either insulting your intelligence or suggesting you're not familiar enough with terminology to even be part of this debate, sorry.",0
@lauratomas21 @charliekirk11 @AOC Well I watched it all he did was celebrate America and our military!! The place was packed!! Just to hear him and watch it. You had about 100 protesters..,0
@fedupirish @darrengrimes_ @HouseofCommons @UKParliament @HumanRightsCtte @MichelBarnier @JunckerEU @MartinSelmayr @eucopresident @EU_Commission @RoyalFamily @SpanishRoyals @artists4brexit @britishlibrary @StandUp4Brexit @Change_Britain @BrexitCentral @BBCParliament @BBCNews @BBCBusiness @NATO @POTUS @Young_Tories @Conservatives @labourleave @labour @UNHumanRights @spacegovuk @Livefromjodrell @realDonaldTrump @BBCBreakfast @SecretaryRoss @SallyBundockBBC @sanchezcastejon @jeremycorbyn @DUPleader @NicolaSturgeon @fmwales @guyverhofstadt @Telegraph @UoMLibrary @BBC6Music @StateDept @BBCPapers @BorisJohnson @BBCRadio4 @rcpsych @metpoliceuk @joswinson @SpainMFA https://t.co/ReuZZGIhb3,0
@UnburntWitch Some of the jokes make me laugh but that probably means it's already old for most 😂,0
@JessicaValenti I don't know why ppl find it so hard to understand why some feminist hate men https://t.co/7lUWO3XrpT,0
Been working away with some great people from @KinningParkComp to try and define our values... What you all think? @surf @ThirdSectorLab @Common_Weal @Dtascot_COSS @TNLComFundScot @RobertsonTrust @SFMacgregor @Bell45 @Allan4Govan @NicolaSturgeon @tiecampaign @AngusCMillar https://t.co/kXaaCddKs8,0
"@UnburntWitch It’s done, and that was so amazingly big it’s super unlikely we will see another one like it for *years*",0
@UnburntWitch For some reason I read this in Danny Devito's voice.,0
"@HalpernAlex @MattNowak1 @UnburntWitch Similar to MeToo right? Just like all those other grifters who faked being raped and abused. Just like Andy, I guess they deserved everything they got.",1
"@RUOKGail @NicolaSturgeon Gail is one of the best paramedics I worked with 

Always so thoughtful 

It's ok not to be ok etc",0
@TheScotsman That's because @NicolaSturgeon has an opinion on anything and everything apart from doing her Day Job @ScotGovFM..,0
@venus_strikes @JessicaValenti Trying the rapist as an adult is the right decision. I hope the grand jury has life in prison on the table. This predator does not deserve to be in the society!,0
@UnburntWitch This takes me back to middle school where I knew a kid that had both a 3DO and an Atari Jaguar but no Sega or Nintendo consoles.,0
@UnburntWitch You are actually a joke,1
@attichris2k @bianconeri541 @nfltexanfan @UnburntWitch @ryanjj245 And then he marches with thugs and writes a false narrative around thugs.  Interesting people you support.,0
"#itstime, @NicolaSturgeon, surely thee can be no more waiting. https://t.co/YE9wvnKjOM",0
"@AbbyJSS @Google @EverydaySexism have you read @CCriadoPerez latest book, Invisible Women? Full of (infuriating!) examples like this! Part of the trend of ""male as norm""",0
"@NicolaSturgeon Talking of desperate, buying support with public money would seem to be a fairly good definition.

Not to mention illegal. https://t.co/jsh4MJsw1v",0
"@Lucys_Legacy @JessicaValenti Unfortunately rape only carries a life sentence for the victims. a deviation from the usual 6 months-5 years sexual abusers and rapists receive would be appropriate. Substantial time should be served.
 He should also be required to pay her for all treatment required, now &amp; future",0
"@gumptionology @tiecampaign @NicolaSturgeon No I'm not. I'm specifically referring the the legal provisions for trans people. You asked about transphobia and I pointed to a philosophical video (which you surely have an interest in, but you dismissed out of hand). Gender ID is well documented in the scientific literature.",0
@ticktock1320 @NicolaSturgeon @indyref2 All you cybernats are good at are snide comments and even then they are not great Blocking you and reporting,0
@MagaliMilbergue @LalaKin38516267 @Sarabotbot @TamarinSauce @JessicaValenti The official camps in greece r in bad shape. But thats why refugees r not sent back to greece anymore.,0
@I0I0IOO0 @Anjuna97077864 @AllisonMorris1 Definitely.. I’d say his hard drive is worth a look.. doth protest too much Padraig..,0
"@UnburntWitch Actually, yes. It was a format I knew about but only ever saw in shop windows looking a bit pricey next to NeoGeo carts.",0
@UnburntWitch Your industry? You’re a hack writer and a con artist.,1
"@travisalabanza Playing the harp is a dream of mine. I even rented one, once. Maybe one day.",0
@ScotCuthbertson @LGBTIScotland @JoCliffordPlays @mridul_wadhwa @patrickharvie @AnnieWellsMSP @agcolehamilton @S_A_Somerville @kezdugdale Thank you Scott,0
@pley_fair @GrahamSpiers @NicolaSturgeon @RuthDavidsonMSP @johnmcdonnellMP @JaneyGodley @mstewart_23 @Beathhigh @patrickharvie @rickyaross @kezdugdale @New_TownTheatre All on the same night? 🙊,0
@GrahamSpiers @rickyaross @NicolaSturgeon @RuthDavidsonMSP @kezdugdale @Beathhigh @patrickharvie @mstewart_23 @johnmcdonnellMP Not a bad list. One of two dodgy ones but at least @JimSpenceSport isn’t in there. Neither is @Detroit67Book come to think of it 😂😂,0
@UnburntWitch That was a loooong one,0
"@Myish1 @RealCandaceO @AOC @SenSanders When did Candy get promoted? Last I saw, she was shoveling elephant shit.",0
"@MeetThePress @KimberlyEAtkins Maybe Chapo can buy them a toothbrush?

Right after they pay for everyone he killed with his meth, and heroin.

@AOC I could download their genome, and blanket them all with an MRI to clone their organs.

They die of ""the flu"". I AM IMMORTAL.

GROW UP LITTLE WILD FLOWER. https://t.co/Qbs1hh8qyL",0
"@oliviaspitfire @EverydaySexism Hi Olivia, we're sorry to hear about this experience. If you could DM your details we can have this raised and looked into further. - Sodiq",0
@DanielleDASH @mikeleffingwell his wife Barbara,0
@UnburntWitch @localcelebrity It would be a waste of a bullet if we're honest.,1
"@DonWils32638377 @AllisonMorris1 @irish_news I'm sure she's a big girl with broad shoulders. She courts controversy with her views, she can take it.",1
@JessicaValenti https://t.co/nwIqabWKp4,0
@JessicaValenti AHHHHHH! THIS IS INFURIATING,0
"@UnburntWitch you'll go as far as to say he knew what he was doing. So when I go to a con, and there's scantly clad women around, and I rape them, I can use the same defence right? ""She knew what she was doing"" no of fucking course I can't. Because it wouldn't be her fault. Just like this",0
"@13_moths @UnburntWitch ""Strike fear"" more like strike up a order at Starbucks, the only reason you're even able to cause damage is cause you're using weapons against people. https://t.co/Ke0xBjPMDY",1
"@AllisonMorris1 He's a Gay, Cat loving, Pro Choicer.",0
@connie_frost @AOC She was voted into office by her constituents. Why aren’t you commenting on comrade trump’s thousands upon thousands of lies?,0
"CRIES @UnburntWitch’s second Pom is making me briefly fantasize about getting Lychee a baby sibling!!!!! (I would never, I can barely handle one neurotic Pomeranian... Lychee’s future sibs will be a cat and maybe someday a large dog lol)",0
"@jezbel45 @MrBucksboy @carmic3 @ToryChaos @NicolaSturgeon @MichelleObama So why no referedum, maybe because so many unanswered questions like currency, payment of state pension for those not yet retired &amp; affordability of welfare system which is not yet in place?",0
@mariwriter @valmcdermid @NicolaSturgeon She should be staying home and fixing the sick kids hospital debacle.,1
"@JessicaValenti I pray this judge has no daughters or grandaughters ,nieces or even a wife cause this is some off the wall shit. Only 🤔 umm yeah so I'll just keep that one comment to myself . F&amp;#+3d that his ass needs to register as a sex offender IDC how old his privilege ass is!!!!!!!!!",0
@JessicaValenti Na this ain’t for real.,0
@John_Southfork @KizzieWiz @PeterNicoll7 @0604Arb1320 @NicolaSturgeon You'll have to ask either Boris or Hunt that,0
@caithness_pf @ApologyLink @GlasgowMake @NicolaSturgeon I'm phoning 101 in the morning to turn myself in.,0
"@mar_vickers @NicolaSturgeon Hey @MhairiBlack answered my question, I'm honoured. Except that I never suggested I expect to be alone anywhere, a nonsense response that doesn't address my point. And it is not transphobic to express concern for women and girls rights. Disappointed Mhairi!",0
"@Kimariecotter1 @RoyalFamily @ScotParl @KenMacintoshMSP @NicolaSturgeon Not everyone obviously. The family's basically a made-up narrative of ancestors that achieved prominence as they were better at killing than ours. Many in the line appalling, psychopaths and hoarders while tens of thousands lived in abject poverty. Still hoarding today.",0
"@JessicaValenti ""Why don't they come forward? If it's rape, the court will punish them!"" https://t.co/ZNC9yFTsej",0
"@AOC And, you're doing a great job AOC!!",0
@BjCruickshank @NicolaSturgeon Did she drap her knittin?🤔,1
